token,count,percent,tags,tag_percentages
ကိုင်းဖြတ်မျိုးပွားခြင်း,1,0.00%,METHOD:1,METHOD:100.00%
ကိုင်းမြက်,1,0.00%,WEED:1,WEED:100.00%
ကိုင်းမြေ,1,0.00%,SOIL_TYPE:1,SOIL_TYPE:100.00%
ကိုစည်ပိုင်း၊စဉ့်အိုး၊ပလပ်စတစ်ပုံး,1,0.00%,EQUIP:1,EQUIP:100.00%
ကိုတောင်အမေရိက,1,0.00%,LOC:1,LOC:100.00%
ကိုဖြစ်စေ၊အဖျားပိုင်းအကိုင်းဖြတ်,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ကိုလီဘရီမျိုး,1,0.00%,VAR:1,VAR:100.00%
ကိုအများအားဖြင့်အကိုင်းဖြတ်,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ကိုးရီးယားကန်ဇွန်းဥဖြူ,1,0.00%,VAR:1,VAR:100.00%
ကီရာလာ,1,0.00%,LOC:1,LOC:100.00%
ကီလို,1,0.00%,VAR:1,VAR:100.00%
ကုတ်နေလို့,1,0.00%,SYM:1,SYM:100.00%
ကုန်းကန်စွန်း,1,0.00%,CROP:1,CROP:100.00%
ကုန်းစောင်းဒေသ,1,0.00%,SOIL_TYPE:1,SOIL_TYPE:100.00%
ကုန်းမြင့်-၂,1,0.00%,VAR:1,VAR:100.00%
ကုန်းမြင့်-၄,1,0.00%,VAR:1,VAR:100.00%
ကုပ်သွားပြီးတွန့်လိမ်,1,0.00%,SYM:1,SYM:100.00%
ကုမ္မာရီသစ်ခွ,1,0.00%,VAR:1,VAR:100.00%
ကုလားပဲပင်,1,0.00%,CROP:1,CROP:100.00%
ကေ-ဟူးမစ်,1,0.00%,FERT:1,FERT:100.00%
ကေလာ,1,0.00%,PESTI:1,PESTI:100.00%
ကေလာပိုးသတ်ဆေး,1,0.00%,PESTI:1,PESTI:100.00%
ကေဟူး,1,0.00%,FERT:1,FERT:100.00%
ကေအမ်အက်စ်အက်စ်,1,0.00%,ORG:1,ORG:100.00%
ကောက်ကွက်စိပ်စိပ်စိုက်ခြင်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ကောက်စိုက်,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ကောက်ညှင်း,1,0.00%,CROP:1,CROP:100.00%
ကောက်နှံပိုး,1,0.00%,PEST:1,PEST:100.00%
ကောက်ယူ,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ကောက်ရိုးဖုံးပေးခြင်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ကောက်ရိုးသီးသန့်မှို,1,0.00%,CROP:1,CROP:100.00%
ကောက်လေ,1,0.00%,WEED:1,WEED:100.00%
ကောင်းမြတ်,1,0.00%,PER:1,PER:100.00%
ကောပါး,1,0.00%,NUT:1,NUT:100.00%
ကောပါးဆလဖိတ်,1,0.00%,NUT:1,NUT:100.00%
ကောမက်,1,0.00%,FERT:1,FERT:100.00%
ကော့တေး,1,0.00%,FOOD:1,FOOD:100.00%
ကော့ပအောက်ဆီကလိုရိုက်,1,0.00%,FUNG:1,FUNG:100.00%
ကော့ပါးဆာလဖိတ်,1,0.00%,NUT:1,NUT:100.00%
ကော့ပါးဆာလ်ဖိတ်,1,0.00%,FUNG:1,FUNG:100.00%
ကော့ပါးဓာတ်ပါသောမှိုသတ်ဆေး,1,0.00%,FUNG:1,FUNG:100.00%
ကော့ပါးဟိုက်,1,0.00%,FUNG:1,FUNG:100.00%
ကော့ပါးဟိုက်ဓြောက်ဆိုဒ်,1,0.00%,FUNG:1,FUNG:100.00%
ကော့ပါးအောက်ဆိုဒ်,1,0.00%,FUNG:1,FUNG:100.00%
ကော့ပါးအော့စီ,1,0.00%,FUNG:1,FUNG:100.00%
ကော်စတာရီကာ,1,0.00%,LOC:1,LOC:100.00%
ကော်ဖီအိတ်,1,0.00%,EQUIP:1,EQUIP:100.00%
ကျင်းတူးစိုက်ပျိုး,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ကျစ်ပြီးခြောက်,1,0.00%,SYM:1,SYM:100.00%
ကျယ်ကျယ်ပြန့်ပြန့်လှပ်စိုက်သောနည်းစနစ်,1,0.00%,METHOD:1,METHOD:100.00%
ကျားပျံ,1,0.00%,VAR:1,VAR:100.00%
ကျားလက်ဝါး,1,0.00%,CROP:1,CROP:100.00%
ကျိုက်လတ်,1,0.00%,LOC:1,LOC:100.00%
ကျိုင်းဝါ,1,0.00%,PEST:1,PEST:100.00%
ကျိုးကျခြင်း,1,0.00%,SYM:1,SYM:100.00%
ကျိုးနေတာ,1,0.00%,SYM:1,SYM:100.00%
ကျူကာဘီတေးစီး,1,0.00%,VAR:1,VAR:100.00%
ကျောက်စရစ်ဆန်သောမြေ,1,0.00%,SOIL_TYPE:1,SOIL_TYPE:100.00%
ကျောက်စရစ်မြေ,1,0.00%,SOIL_TYPE:1,SOIL_TYPE:100.00%
ကျောက်စိမ်းငရုတ်,1,0.00%,VAR:1,VAR:100.00%
ကျောက်စိမ်းငှက်ပျော,1,0.00%,VAR:1,VAR:100.00%
ကျောက်ဆည်မြို့နယ်,1,0.00%,LOC:1,LOC:100.00%
ကျောက်ဆား,1,0.00%,NUT:1,NUT:100.00%
ကျောက်ဖရုံပင်,1,0.00%,CROP:1,CROP:100.00%
ကျောက်ရောဂါ,1,0.00%,DIS:1,DIS:100.00%
ကျောင်းကုန်း,1,0.00%,LOC:1,LOC:100.00%
ကျောရိုးမဲ့အင်းဆက်,1,0.00%,PEST:1,PEST:100.00%
ကျော်ဇေယျ,1,0.00%,VAR:1,VAR:100.00%
ကျေးတောင်တညင်း,1,0.00%,VAR:1,VAR:100.00%
ကျွန်းမြေ,1,0.00%,SOIL_TYPE:1,SOIL_TYPE:100.00%
ကြက်တူရွေးသစ်ခွ,1,0.00%,VAR:1,VAR:100.00%
ကြက်မောက်ပင်,1,0.00%,CROP:1,CROP:100.00%
ကြက်သောင်း,1,0.00%,WEED:1,WEED:100.00%
ကြက်သွန်နီဖြူ,1,0.00%,CROP:1,CROP:100.00%
ကြက်သွန်ဖူး,1,0.00%,CROP:1,CROP:100.00%
ကြက်သွန်ဖြူပိုးသတ်ဆေး,1,0.00%,PESTI:1,PESTI:100.00%
ကြက်သွန်ဖြူပိုးသတ်ဆေးရည်,1,0.00%,PESTI:1,PESTI:100.00%
ကြက်သွန်မိတ်,1,0.00%,CROP:1,CROP:100.00%
ကြက်သွန်မိတ်ရောဂါပိုး,1,0.00%,DIS:1,DIS:100.00%
ကြက်သွန်အနီ,1,0.00%,CROP:1,CROP:100.00%
ကြက်ဥ,1,0.00%,FOOD:1,FOOD:100.00%
ကြက်ဥဂျူလင်စီ,1,0.00%,FERT:1,FERT:100.00%
ကြပ်ခိုးစွဲရောဂါ,1,0.00%,DIS:1,DIS:100.00%
ကြမ်းပြန်အုပ်,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ကြိုင်း,1,0.00%,PEST:1,PEST:100.00%
ကြိုတင်ဖြတ်,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ကြိုတင်၍သစ်ရွက်ဆွေး,1,0.00%,FERT:1,FERT:100.00%
ကြိုးတန်းပေးခြင်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ကြီးထွားမှုတန့်သွားခြင်း,1,0.00%,SYM:1,SYM:100.00%
ကြီးထွားမှုနှေးတာ,1,0.00%,SYM:1,SYM:100.00%
ကြောင့်အပင်ထနှေး,1,0.00%,SYM:1,SYM:100.00%
ကြဲခင်း,1,0.00%,METHOD:1,METHOD:100.00%
ကြဲပက်စိုက်,1,0.00%,METHOD:1,METHOD:100.00%
ကြဲပက်စိုက်စနစ်,1,0.00%,METHOD:1,METHOD:100.00%
ကြံပင်ပွား,1,0.00%,CROP_PART:1,CROP_PART:100.00%
ကြံသကာရည်,1,0.00%,FERT:1,FERT:100.00%
ကြံအူနီရောဂါ,1,0.00%,DIS:1,DIS:100.00%
ကြံ့ပိုး,1,0.00%,PEST:1,PEST:100.00%
ကြွက်ဖျက်,1,0.00%,PEST:1,PEST:100.00%
ကြွက်သတ်ဆေး,1,0.00%,PESTI:1,PESTI:100.00%
ကြွေဖြူ,1,0.00%,VAR:1,VAR:100.00%
ကြွေရခြင်း,1,0.00%,SYM:1,SYM:100.00%
ကြွေဝါ,1,0.00%,VAR:1,VAR:100.00%
ကွက်ကြား,1,0.00%,SYM:1,SYM:100.00%
ကွက်သေး,1,0.00%,SYM:1,SYM:100.00%
ကွင်းဆင်းစစ်ဆေးခြင်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ကွန်ပေါင်းမြေသြဇာ,1,0.00%,FERT:1,FERT:100.00%
ကွန်ပေါင်းမြေဩဇာကို,1,0.00%,FERT:1,FERT:100.00%
ကွန်ဘိ,1,0.00%,NUT:1,NUT:100.00%
ကွမ်းစားဂမုန်း,1,0.00%,CROP:1,CROP:100.00%
ကွမ်းဆီစွန်းရောဂါ,1,0.00%,DIS:1,DIS:100.00%
ကွမ်းနုဝါ,1,0.00%,CROP:1,CROP:100.00%
ကွီဇာလိုဖော့ပီအီသိုင်း,1,0.00%,HERB:1,HERB:100.00%
ကွီနာဖော့,1,0.00%,PESTI:1,PESTI:100.00%
ကွဲတာဖုတာ,1,0.00%,SYM:1,SYM:100.00%
ခင်းဂျစ်ပဆန်,1,0.00%,FERT:1,FERT:100.00%
ခင်းထဲသို့စာကလေး,1,0.00%,PEST:1,PEST:100.00%
ခင်းပေါင်းသတ်ဆေးဖျန်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ခပ်စိပ်စိပ်စိုက်,1,0.00%,METHOD:1,METHOD:100.00%
ခပ်တိမ်တိမ်စိုက်,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ခရမ်းချဉ်ပင်စည်ပုပ်ရောဂါ,1,0.00%,DIS:1,DIS:100.00%
ခရမ်းချဉ်ပျိုးပင်,1,0.00%,CROP:1,CROP:100.00%
ခရမ်းရောင်အမည်းကွက်,1,0.00%,SYM:1,SYM:100.00%
ခရမ်းလိပ်ပြာပိုး,1,0.00%,PEST:1,PEST:100.00%
ခရမ်းလှေးကျိုင်း,1,0.00%,PEST:1,PEST:100.00%
ခရီဆိုဇင်မီသိုင်း,1,0.00%,FUNG:1,FUNG:100.00%
ခါကျက်ဥ,1,0.00%,CROP_PART:1,CROP_PART:100.00%
ခါကြက်ဥ,1,0.00%,CROP:1,CROP:100.00%
ခါးကြပ်,1,0.00%,SYM:1,SYM:100.00%
ခါးချိရောဂါ,1,0.00%,DIS:1,DIS:100.00%
ခါးဆွခြင်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ခါးရိခြင်း,1,0.00%,DIS:1,DIS:100.00%
ခါးရိမြစ်ချောက်,1,0.00%,DIS:1,DIS:100.00%
ခါးရိမြစ်ခြောက်ဆွေး,1,0.00%,DIS:1,DIS:100.00%
ခါးရိမြစ်ခြောက်ဆွေးရောဂါ,1,0.00%,DIS:1,DIS:100.00%
ခါးရိမြစ်ပုပ်,1,0.00%,DIS:1,DIS:100.00%
ခါးရိအမြစ်ပုတ်,1,0.00%,SYM:1,SYM:100.00%
ခါးရိအမြစ်ပုပ်,1,0.00%,SYM:1,SYM:100.00%
ခိုငှက်,1,0.00%,PEST:1,PEST:100.00%
ခုကိုသစ်စိမ်းမြေသြဇာ,1,0.00%,FERT:1,FERT:100.00%
ခုတ်ဖုံးပဲစိုက်စနစ်,1,0.00%,METHOD:1,METHOD:100.00%
ခုတ်သိမ်းချိန်,1,0.00%,TIME:1,TIME:100.00%
ခုနှစ်ဆစ်,1,0.00%,COUNT:1,COUNT:100.00%
ခုနှစ်နှစ်သား,1,0.00%,PERIOD:1,PERIOD:100.00%
ခုံးနေပါတယ်,1,0.00%,SYM:1,SYM:100.00%
ခူကောင်,1,0.00%,PEST:1,PEST:100.00%
ခူးခြင်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ခူးဆွတ်ရိတ်သိမ်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ခူးမွေးရှည်,1,0.00%,PEST:1,PEST:100.00%
ခူးယူခြင်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ခူးယူဖယ်ရှားပစ်ခြင်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ခေတ်သစ်စိုက်ပျိုးနည်းစနစ်,1,0.00%,METHOD:1,METHOD:100.00%
ခေါက်ညွန့်ထိုးပိုး,1,0.00%,PEST:1,PEST:100.00%
ခေါင်,1,0.00%,TIME:1,TIME:100.00%
ခေါင်ကွဲ,1,0.00%,SYM:1,SYM:100.00%
ခေါင်ကွဲခြင်း,1,0.00%,SYM:1,SYM:100.00%
ခေါင်ညွန့်ထိုးပိုး,1,0.00%,PEST:1,PEST:100.00%
ခေါင်ညွန့်ထိုးပိုးကျလာခြင်း,1,0.00%,BIOD:1,BIOD:100.00%
ခေါင်ညွန့်ထိုးပိုး,1,0.00%,PEST:1,PEST:100.00%
ခေါင်ညွန့်ပိုး,1,0.00%,PEST:1,PEST:100.00%
ခေါင်ရမ်း,1,0.00%,CROP:1,CROP:100.00%
ခဲလုံးဖိ,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ချက်စိမ်း,1,0.00%,VAR:1,VAR:100.00%
ချက်မဲ,1,0.00%,VAR:1,VAR:100.00%
ချင်းတူးဖော်ရိတ်သိမ်းချိန်,1,0.00%,TIME:1,TIME:100.00%
ချင်းဖြူ,1,0.00%,VAR:1,VAR:100.00%
ချစ်တီးပန်း,1,0.00%,CROP:1,CROP:100.00%
ချဉ်ပေါင်ပင်,1,0.00%,CROP:1,CROP:100.00%
ချဉ်သလိုလို,1,0.00%,SYM:1,SYM:100.00%
ချဉ်းကပ်ကိုင်းဆက်နည်း,1,0.00%,METHOD:1,METHOD:100.00%
ချည်နှောင်,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ချည်မျှင်ရှည်ဝါ,1,0.00%,CROP:1,CROP:100.00%
ချယ်ရီ,1,0.00%,CROP:1,CROP:100.00%
ချသောစက်ကိရိယာများကိုအမေရိကန်,1,0.00%,LOC:1,LOC:100.00%
ချိန်ခွင်,1,0.00%,EQUIP:1,EQUIP:100.00%
ချိပ်ပိုး,1,0.00%,PEST:1,PEST:100.00%
ချို့တဲ့ခြင်း,1,0.00%,SYM:1,SYM:100.00%
ချို့တဲ့တာဖြစ်နိုင်ပါတယ်၊ပါအနည်းလိုအဟာရ,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ချိုး,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ချိုးငှက်,1,0.00%,PEST:1,PEST:100.00%
ချောက်တာ,1,0.00%,SYM:1,SYM:100.00%
ချောက်ပြီးဝါလာ,1,0.00%,SYM:1,SYM:100.00%
ချောင်းသာ,1,0.00%,LOC:1,LOC:100.00%
ချောင်းဦး,1,0.00%,LOC:1,LOC:100.00%
ချွေလှေ့ခြင်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ချွေလှေ့သန့်စင်,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ခြင်ဆေးခွေ,1,0.00%,EQUIP:1,EQUIP:100.00%
ခြင်းစနစ်,1,0.00%,METHOD:1,METHOD:100.00%
ခြောက်ခြင်း,1,0.00%,SYM:1,SYM:100.00%
ခြောက်ဆယ်ရာခိုင်နှုန်း,1,0.00%,QTY:1,QTY:100.00%
ခြောက်တင်း,1,0.00%,QTY:1,QTY:100.00%
ခြောက်နေတာ,1,0.00%,SYM:1,SYM:100.00%
ခြောက်ပြီးကြွေ,1,0.00%,SYM:1,SYM:100.00%
ခြောက်ရက်,1,0.00%,PERIOD:1,PERIOD:100.00%
ခြောက်လခန့်,1,0.00%,PERIOD:1,PERIOD:100.00%
ခြောက်သွား,1,0.00%,SYM:1,SYM:100.00%
ခြောက်သွေ့ခြင်း,1,0.00%,SYM:1,SYM:100.00%
ခြောက်သွေ့တဲ့နေရာ,1,0.00%,WEATHER:1,WEATHER:100.00%
ခြောက်သွေ့သောသဲမြေ,1,0.00%,SOIL_TYPE:1,SOIL_TYPE:100.00%
ခြွေခြင်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ခြွေစက်,1,0.00%,EQUIP:1,EQUIP:100.00%
ခြွေပေး,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ခြွေပေးခြင်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ခွာပြီးနွားချေး,1,0.00%,FERT:1,FERT:100.00%
ခွံဝါတောင်ပျံ,1,0.00%,VAR:1,VAR:100.00%
ဂတ်မဇင်း,1,0.00%,PESTI:1,PESTI:100.00%
ဂန္တမာ,1,0.00%,CROP:1,CROP:100.00%
ဂန္ဓမာရွက်ပြောက်ရောဂါ,1,0.00%,DIS:1,DIS:100.00%
ဂန္ဓာမာပန်း,1,0.00%,CROP:1,CROP:100.00%
ဂရင်းဒရက်ဂွန်,1,0.00%,VAR:1,VAR:100.00%
ဂရင်းဟောက်စ်,1,0.00%,METHOD:1,METHOD:100.00%
ဂရမ်ဂရမ်ရောဂါ,1,0.00%,DIS:1,DIS:100.00%
ဂရမ်း,1,0.00%,FUNG:1,FUNG:100.00%
ဂရမ်၄၅မှ၅၀,1,0.00%,QTY:1,QTY:100.00%
ဂရုတစိုက်စစ်ဆေး,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ဂရုတစိုက်လောင်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ဂရုပြုစိုက်ပျိုး,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ဂလိုက်ဖိုဆိတ်,1,0.00%,HERB:1,HERB:100.00%
ဂလိုမာလင်,1,0.00%,NUT:1,NUT:100.00%
ဂလူးကို့စ်ဓာတ်,1,0.00%,NUT:1,NUT:100.00%
ဂဝန်မြေနီ,1,0.00%,SOIL_TYPE:1,SOIL_TYPE:100.00%
ဂဝံအောက်ခံမြေ,1,0.00%,SOIL_TYPE:1,SOIL_TYPE:100.00%
ဂါကင်သခွား,1,0.00%,VAR:1,VAR:100.00%
ဂါလံငါးဆယ်,1,0.00%,QTY:1,QTY:100.00%
ဂုတ်ကျိူး,1,0.00%,SYM:1,SYM:100.00%
ဂေါ်ဖီထုတ်,1,0.00%,CROP:1,CROP:100.00%
ဂျင်းနက်,1,0.00%,CROP:1,CROP:100.00%
ဂျစ်ဆန်မှုန့်,1,0.00%,FERT:1,FERT:100.00%
ဂျစ်ဆမ်ကျောက်မှုန့်,1,0.00%,FUNG:1,FUNG:100.00%
ဂျစ်ပ်ဆမ်,1,0.00%,FERT:1,FERT:100.00%
ဂျစ်ဘရစ်လစ်အက်စစ်,1,0.00%,FERT:1,FERT:100.00%
ဂျစ်ဘရယ်,1,0.00%,NUT:1,NUT:100.00%
ဂျပန်,1,0.00%,LOC:1,LOC:100.00%
ဂျပိုး,1,0.00%,PEST:1,PEST:100.00%
ဂျပ်ဆင်,1,0.00%,FERT:1,FERT:100.00%
ဂျပ်ဆန်,1,0.00%,FERT:1,FERT:100.00%
ဂျယ်လီ,1,0.00%,FOOD:1,FOOD:100.00%
ဂျီဖိုက်,1,0.00%,PESTI:1,PESTI:100.00%
ဂျုတ်,1,0.00%,EQUIP:1,EQUIP:100.00%
ဂျုံလောင်မီးရောဂါ,1,0.00%,DIS:1,DIS:100.00%
ဂွပန်း,1,0.00%,CROP:1,CROP:100.00%
ဂွေးချို,1,0.00%,CROP:1,CROP:100.00%
ဂွေးသီးပင်,1,0.00%,CROP:1,CROP:100.00%
ငကျွဲ,1,0.00%,VAR:1,VAR:100.00%
ငမြှောင်တောင်ဖျက်ပိုး,1,0.00%,PEST:1,PEST:100.00%
ငရုတ်ဆီစွန်းရောဂါ,1,0.00%,DIS:1,DIS:100.00%
ငရုတ်ပိုးသတ်ဆေး,1,0.00%,PESTI:1,PESTI:100.00%
ငရုတ်ပွ,1,0.00%,CROP:1,CROP:100.00%
ငရုပ်ပင်,1,0.00%,CROP:1,CROP:100.00%
ငရုပ်ပွ,1,0.00%,CROP:1,CROP:100.00%
ငါးခု,1,0.00%,COUNT:1,COUNT:100.00%
ငါးဆ,1,0.00%,QTY:1,QTY:100.00%
ငါးဇွန်း,1,0.00%,QTY:1,QTY:100.00%
ငါးပွင့်ဆိုင်စိုက်စနစ်,1,0.00%,METHOD:1,METHOD:100.00%
ငါးလခွဲ,1,0.00%,PERIOD:1,PERIOD:100.00%
ငါးဟင်း,1,0.00%,FOOD:1,FOOD:100.00%
ငါးအမိုင်နိုရွက်ဖျန်း,1,0.00%,FERT:1,FERT:100.00%
ငါးအမိုသ်နို,1,0.00%,NUT:1,NUT:100.00%
ငိုက်ခြင်း,1,0.00%,SYM:1,SYM:100.00%
ငုတ်စိုက်,1,0.00%,FARM_OP:1,FARM_OP:100.00%
ငုတ်ရိုက်အကိုင်းဆက်နည်း,1,0.00%,METHOD:1,METHOD:100.00%
ငြုပ်သခွား,1,0.00%,VAR:1,VAR:100.00%
ငွေနားမှို,1,0.00%,CROP:1,CROP:100.00%
ငွေရည်ပုလဲ,1,0.00%,ORG:1,ORG:100.00%
ငှက်ပြောပင်,1,0.00%,CROP:1,CROP:100.00%
ငှက်မျက်စိကွက်ပြောက်ရောဂါ,1,0.00%,DIS:1,DIS:100.00%
စကာပိုက်,1,0.00%,EQUIP:1,EQUIP:100.00%
စက္ကူပန်း,1,0.00%,CROP:1,CROP:100.00%
စက္ကူအိတ်,1,0.00%,EQUIP:1,EQUIP:100.00%
စက်ကိရိယာ,1,0.00%,EQUIP:1,EQUIP:100.00%
စက်ရုံ,1,0.00%,ORG:1,ORG:100.00%
စင်တင်,1,0.00%,FARM_OP:1,FARM_OP:100.00%
စင်တင်စိုက်ပျိုး,1,0.00%,FARM_OP:1,FARM_OP:100.00%
စင်ဗီဒီယမ်,1,0.00%,VAR:1,VAR:100.00%
စင်္ကာပူ,1,0.00%,LOC:1,LOC:100.00%
စစိုက်,1,0.00%,FARM_OP:1,FARM_OP:100.00%
စစ်ကိုင်းတိုင်းအောက်ပိုင်း,1,0.00%,LOC:1,LOC:100.00%
စစ်ဆေးကာကွယ်နှိမ်နင်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
စစ်ဆေးခြင်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
စစ်ဆေးပြုစုစောင့်ရှောက်,1,0.00%,FARM_OP:1,FARM_OP:100.00%
စစ်ဆေးဖယ်ရှားခြင်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
စည်,1,0.00%,CROP_PART:1,CROP_PART:100.00%
စတင်တူးဖော်,1,0.00%,FARM_OP:1,FARM_OP:100.00%
စတီးဇွန်း,1,0.00%,EQUIP:1,EQUIP:100.00%
စတုရန်းပုံစိုက်ပျိုးစနစ်,1,0.00%,METHOD:1,METHOD:100.00%
စတော်ဘယ်ရီပင်,1,0.00%,CROP:1,CROP:100.00%
စတော်ဘယ်ရီသီး,1,0.00%,CROP:1,CROP:100.00%
စနစ်တကျပြုပြင်ခြင်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
စနယ်မြေစေး,1,0.00%,SOIL_TYPE:1,SOIL_TYPE:100.00%
စနယ်မြေနက်,1,0.00%,SOIL_TYPE:1,SOIL_TYPE:100.00%
စပရင်ကလာရေဖျန်းစနစ်,1,0.00%,METHOD:1,METHOD:100.00%
စပါ,1,0.00%,CROP:1,CROP:100.00%
စပါးခွံဖွဲပြာ,1,0.00%,FERT:1,FERT:100.00%
စပါးခွံများဖုံးအုပ်ပေးခြင်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
စပါးစုတ်ဂျပိုး,1,0.00%,PEST:1,PEST:100.00%
စပါးနှံစုပ်ပိုး,1,0.00%,PEST:1,PEST:100.00%
စပါးပင်ပင်,1,0.00%,CROP:1,CROP:100.00%
စပါးဖွဲပြာ,1,0.00%,FERT:1,FERT:100.00%
စပါးဘီးလူး,1,0.00%,WEED:1,WEED:100.00%
စပိန်,1,0.00%,LOC:1,LOC:100.00%
စပိုင်နီတိုရမ်,1,0.00%,PESTI:1,PESTI:100.00%
စပ်ဖွဲပြာ,1,0.00%,FERT:1,FERT:100.00%
စပျစ်သီး,1,0.00%,CROP:1,CROP:100.00%
စမိုင်းဝါ,1,0.00%,FUNG:1,FUNG:100.00%
စမုန်စပါးပင်,1,0.00%,CROP:1,CROP:100.00%
စမုံနက်,1,0.00%,CROP:1,CROP:100.00%
စမုံနှမ်း,1,0.00%,CROP:1,CROP:100.00%
စရိတ်သိမ်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
စာကလေးတညင်း,1,0.00%,VAR:1,VAR:100.00%
စာခြောက်ရုပ်,1,0.00%,EQUIP:1,EQUIP:100.00%
စာပစပ်,1,0.00%,VAR:1,VAR:100.00%
စားပြောင်းစိုက်ပျိုးနည်း,1,0.00%,METHOD:1,METHOD:100.00%
စားမှို,1,0.00%,CROP:1,CROP:100.00%
စိန်ကွက်ဖလံ,1,0.00%,PEST:1,PEST:100.00%
စိန်တစ်လုံးသရက်,1,0.00%,VAR:1,VAR:100.00%
စိပ်စိပ်စိုက်ခြင်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
စိပ်စိပ်လေး,1,0.00%,SYM:1,SYM:100.00%
စိမ့်မြေ,1,0.00%,SOIL_TYPE:1,SOIL_TYPE:100.00%
စိုက်ကိုင်းစိုက်ခြင်း,1,0.00%,METHOD:1,METHOD:100.00%
စိုက်ကျင်းနက်နက်တူး,1,0.00%,FARM_OP:1,FARM_OP:100.00%
စိုက်ကြောင်းပေး,1,0.00%,FARM_OP:1,FARM_OP:100.00%
စိုက်ခင်းပြုပြင်,1,0.00%,FARM_OP:1,FARM_OP:100.00%
စိုက်ခင်းရေဖြတ်ခြင်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
စိုက်ခင်းအဝေး,1,0.00%,LOC:1,LOC:100.00%
စိုက်ထယ်ရေးပြင်ချိန်,1,0.00%,TIME:1,TIME:100.00%
စိုက်ပေါင်ပြင်ဆင်ခြင်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
စိုက်ပေါင်ပြုလုပ်,1,0.00%,FARM_OP:1,FARM_OP:100.00%
စိုက်ပျိုးခူးဆွတ်,1,0.00%,FARM_OP:1,FARM_OP:100.00%
စိုက်ပျိုးစမ်းသပ်,1,0.00%,FARM_OP:1,FARM_OP:100.00%
စိုက်ပျိုးမြေရွေးချယ်ခြင်း,1,0.00%,FARM_OP:1,FARM_OP:100.00%
စိုက်ပျိုးရေးတက္ကသိုလ်,1,0.00%,ORG:1,ORG:100.00%
စိုက်ပျိုးရေးလုပ်ငန်း,1,0.00%,ORG:1,ORG:100.00%
စိုက်ဘောင်ကိုဆွပြီးသမအောင်မွှေ,1,0.00%,FARM_OP:1,FARM_OP:100.00%
စိုက်လေ့ရှိကြပါသည်။အလွန်အေးပြီးနှင်းကျ,1,0.00%,WEATHER:1,WEATHER:100.00%
စိုက်အိုး,1,0.00%,EQUIP:1,EQUIP:100.00%
စိုထိုင်းစ(၈၀-၉၀)%,1,0.00%,HUM:1,HUM:100.00%
စိုထိုင်းဆနည်း,1,0.00%,HUM:1,HUM:100.00%
စိုထိုင်းဆများ,1,0.00%,WEATHER:1,WEATHER:100.00%
စီဗင်,1,0.00%,PESTI:1,PESTI:100.00%
စီရီစန်,1,0.00%,FUNG:1,FUNG:100.00%
စီးပွားဖြစ်မျိုးသန့်မျိုးစေ့,1,0.00%,SEED:1,SEED:100.00%
စုတ်စားပိုး,1,0.00%,PEST:1,PEST:100.00%
စုပ်စားပိုးကျရောက်မှု,1,0.00%,BIOD:1,BIOD:100.00%
စုပ်ဖွားဆေး,1,0.00%,NUT:1,NUT:100.00%
